CODE_A,TITLE_A,SUBCODE_A,SUBTITLE_A,CODE_B,TITLE_B,SUBCODE_B,SUBTITLE_B,ACTION
R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,4,Katholik,R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,4,Katholik,match
R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,8,Hindu,R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,8,Hindu,match
R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,16,Budha,R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,16,Budha,match
R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,32,Konghucu,R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,32,Konghucu,match
R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,64,Lainnya,R702,Mayoritas  pemeluk agama/kepercayaan di desa/kelurahan ini,64,Lainnya,match
R703A,a. Masjid,-,-,R703A,a. Masjid,-,-,match
R703B,b. Surau/Langgar,-,-,R703B,b. Surau/Langgar,-,-,match
R703C,c. Gereja Kristen,-,-,R703C,c. Gereja Kristen,-,-,match
R703D,d. Gereja Katholik,-,-,R703D,d. Gereja Katholik,-,-,match
R703E,e. Pura,-,-,R703E,e. Pura,-,-,match
R703F,f. Vihara/Klenteng,-,-,R703F,f. Vihara/Klenteng,-,-,match
R7041_2,Keberadaan : 1)  Majelis Ta'lim/Kelompok Pengajian,1,Ada,R7041_2,Keberadaan : 1)  Majelis Ta'lim/Kelompok Pengajian,1,Ada,match
R7041_2,Keberadaan : 1)  Majelis Ta'lim/Kelompok Pengajian,2,Tidak,R7041_2,Keberadaan : 1)  Majelis Ta'lim/Kelompok Pengajian,2,Tidak,match
R7041_3,Kegiatan : 1)  Majelis Ta'lim/Kelompok Pengajian,1,Ada,R7041_3,Kegiatan : 1)  Majelis Ta'lim/Kelompok Pengajian,1,Ada,match
R7041_3,Kegiatan : 1)  Majelis Ta'lim/Kelompok Pengajian,2,Tidak,R7041_3,Kegiatan : 1)  Majelis Ta'lim/Kelompok Pengajian,2,Tidak,match
R7042_2,Keberadaan : 2)  Kelompok Kebaktian,1,Ada,R7042_2,Keberadaan : 2)  Kelompok Kebaktian,1,Ada,match
R7042_2,Keberadaan : 2)  Kelompok Kebaktian,2,Tidak,R7042_2,Keberadaan : 2)  Kelompok Kebaktian,2,Tidak,match
R7042_3,Kegiatan : 2)  Kelompok Kebaktian,1,Ada,R7042_3,Kegiatan : 2)  Kelompok Kebaktian,1,Ada,match
R7042_3,Kegiatan : 2)  Kelompok Kebaktian,2,Tidak,R7042_3,Kegiatan : 2)  Kelompok Kebaktian,2,Tidak,match
R7043_2,Keberadaan : 3)  Yayasan/Kelompok/Persatuan Kematian,1,Ada,R7043_2,Keberadaan : 3)  Yayasan/Kelompok/Persatuan Kematian,1,Ada,match
R7043_2,Keberadaan : 3)  Yayasan/Kelompok/Persatuan Kematian,2,Tidak,R7043_2,Keberadaan : 3)  Yayasan/Kelompok/Persatuan Kematian,2,Tidak,match
R7043_3,Kegiatan : 3)  Yayasan/Kelompok/Persatuan Kematian,1,Ada,R7043_3,Kegiatan : 3)  Yayasan/Kelompok/Persatuan Kematian,1,Ada,match
R7043_3,Kegiatan : 3)  Yayasan/Kelompok/Persatuan Kematian,2,Tidak,R7043_3,Kegiatan : 3)  Yayasan/Kelompok/Persatuan Kematian,2,Tidak,match
R7044_2,Keberadaan : 4)  Lembaga Swadaya Masyarakat (LSM),1,Ada,R7044_2,Keberadaan : 4)  Lembaga Swadaya Masyarakat (LSM),1,Ada,match
R7044_2,Keberadaan : 4)  Lembaga Swadaya Masyarakat (LSM),2,Tidak,R7044_2,Keberadaan : 4)  Lembaga Swadaya Masyarakat (LSM),2,Tidak,match
R7044_3,Kegiatan : 4)  Lembaga Swadaya Masyarakat (LSM),1,Ada,R7044_3,Kegiatan : 4)  Lembaga Swadaya Masyarakat (LSM),1,Ada,match
R7044_3,Kegiatan : 4)  Lembaga Swadaya Masyarakat (LSM),2,Tidak,R7044_3,Kegiatan : 4)  Lembaga Swadaya Masyarakat (LSM),2,Tidak,match
R705A_2,Keberadaan : a. Tuna Netra (Buta),1,Ada,R705A_2,Keberadaan : a. Tuna Netra (Buta),1,Ada,match
R705A_2,Keberadaan : a. Tuna Netra (Buta),2,Tidak,R705A_2,Keberadaan : a. Tuna Netra (Buta),2,Tidak,match
R705A_3,"Jika ada, jumlah (orang) : a. Tuna Netra (Buta)",-,-,R705A_3,"Jika ada, jumlah (orang) : a. Tuna Netra (Buta)",-,-,match
R705B_2,Keberadaan : b. Tuna Rungu (Tuli),1,Ada,R705B_2,Keberadaan : b. Tuna Rungu (Tuli),1,Ada,match
R705B_2,Keberadaan : b. Tuna Rungu (Tuli),2,Tidak,R705B_2,Keberadaan : b. Tuna Rungu (Tuli),2,Tidak,match
R705B_3,"Jika ada, jumlah (orang) : b. Tuna Rungu (Tuli)",-,-,R705B_3,"Jika ada, jumlah (orang) : b. Tuna Rungu (Tuli)",-,-,match
R705C_2,Keberadaan : c. Tuna Wicara (Bisu),1,Ada,R705C_2,Keberadaan : c. Tuna Wicara (Bisu),1,Ada,match
R705C_2,Keberadaan : c. Tuna Wicara (Bisu),2,Tidak,R705C_2,Keberadaan : c. Tuna Wicara (Bisu),2,Tidak,match
R705C_3,"Jika ada, jumlah (orang) : c. Tuna Wicara (Bisu)",-,-,R705C_3,"Jika ada, jumlah (orang) : c. Tuna Wicara (Bisu)",-,-,match
R705D_2,Keberadaan : d. Tuna Rungu-Wicara (Bisu-Tuli),1,Ada,R705D_2,Keberadaan : d. Tuna Rungu-Wicara (Bisu-Tuli),1,Ada,match
R705D_2,Keberadaan : d. Tuna Rungu-Wicara (Bisu-Tuli),2,Tidak,R705D_2,Keberadaan : d. Tuna Rungu-Wicara (Bisu-Tuli),2,Tidak,match
R705D_3,"Jika ada, jumlah (orang) : d. Tuna Rungu-Wicara (Bisu-Tuli)",-,-,R705D_3,"Jika ada, jumlah (orang) : d. Tuna Rungu-Wicara (Bisu-Tuli)",-,-,match
R705E_2,Keberadaan : e. Tuna Daksa (Cacat Tubuh),1,Ada,R705E_2,Keberadaan : e. Tuna Daksa (Cacat Tubuh),1,Ada,match
R705E_2,Keberadaan : e. Tuna Daksa (Cacat Tubuh),2,Tidak,R705E_2,Keberadaan : e. Tuna Daksa (Cacat Tubuh),2,Tidak,match
R705E_3,"Jika ada, jumlah (orang) : e. Tuna Daksa (Cacat Tubuh)",-,-,R705E_3,"Jika ada, jumlah (orang) : e. Tuna Daksa (Cacat Tubuh)",-,-,match
R705F_2,Keberadaan : f. Tuna Grahita (Cacat mental/Keterbelakangan mental),1,Ada,R705F_2,Keberadaan : f. Tuna Grahita (Cacat mental/Keterbelakangan mental),1,Ada,match
R705F_2,Keberadaan : f. Tuna Grahita (Cacat mental/Keterbelakangan mental),2,Tidak,R705F_2,Keberadaan : f. Tuna Grahita (Cacat mental/Keterbelakangan mental),2,Tidak,match
R705F_3,"Jika ada, jumlah (orang) : f. Tuna Grahita (Cacat mental/Keterbelakangan mental)",-,-,R705F_3,"Jika ada, jumlah (orang) : f. Tuna Grahita (Cacat mental/Keterbelakangan mental)",-,-,match
R705G_2,Keberadaan : g. Tuna Laras (Eks penyakit jiwa),1,Ada,R705G_2,Keberadaan : g. Tuna Laras (Eks penyakit jiwa),1,Ada,match
R705G_2,Keberadaan : g. Tuna Laras (Eks penyakit jiwa),2,Tidak,R705G_2,Keberadaan : g. Tuna Laras (Eks penyakit jiwa),2,Tidak,match
R705G_3,"Jika ada, jumlah (orang) : g. Tuna Laras (Eks penyakit jiwa)",-,-,R705G_3,"Jika ada, jumlah (orang) : g. Tuna Laras (Eks penyakit jiwa)",-,-,match
R705H_2,Keberadaan : h. Cacat Eks penderita kusta,1,Ada,R705H_2,Keberadaan : h. Cacat Eks penderita kusta,1,Ada,match
R705H_2,Keberadaan : h. Cacat Eks penderita kusta,2,Tidak,R705H_2,Keberadaan : h. Cacat Eks penderita kusta,2,Tidak,match
R705H_3,"Jika ada, jumlah (orang) : h. Cacat Eks penderita kusta",-,-,R705H_3,"Jika ada, jumlah (orang) : h. Cacat Eks penderita kusta",-,-,match
R705I_2,Keberadaan : i. Cacat ganda (Fisik-Mental),1,Ada,R705I_2,Keberadaan : i. Cacat ganda (Fisik-Mental),1,Ada,match
R705I_2,Keberadaan : i. Cacat ganda (Fisik-Mental),2,Tidak,R705I_2,Keberadaan : i. Cacat ganda (Fisik-Mental),2,Tidak,match
R705I_3,"Jika ada, jumlah (orang) : i. Cacat ganda (Fisik-Mental)",-,-,R705I_3,"Jika ada, jumlah (orang) : i. Cacat ganda (Fisik-Mental)",-,-,match
R706,Penduduk desa/kelurahan  ini yang berjudi,1,Ada sebagian besar,R706,Penduduk desa/kelurahan  ini yang berjudi,1,Ada sebagian besar,match
R706,Penduduk desa/kelurahan  ini yang berjudi,2,Ada sebagian kecil,R706,Penduduk desa/kelurahan  ini yang berjudi,2,Ada sebagian kecil,match
R706,Penduduk desa/kelurahan  ini yang berjudi,3,Tidak ada,R706,Penduduk desa/kelurahan  ini yang berjudi,3,Tidak ada,match
R707,Penduduk desa/kelurahan ini berasal lebih dari satu suku/etnis,1,Ya,R707,Penduduk desa/kelurahan ini berasal lebih dari satu suku/etnis,1,Ya,match
R707,Penduduk desa/kelurahan ini berasal lebih dari satu suku/etnis,2,Tidak,R707,Penduduk desa/kelurahan ini berasal lebih dari satu suku/etnis,2,Tidak,match
R708,Suku/etnis mayoritas penduduk di desa/kelurahan ini,-,-,R708,Suku/etnis mayoritas penduduk di desa/kelurahan ini,-,-,match
R801A,a. Gedung bioskop,1,Ada,R801A,a. Gedung bioskop,1,Ada,match
R801A,a. Gedung bioskop,2,Tidak,R801A,a. Gedung bioskop,2,Tidak,match
R801B,b. Jarak ke gedung bioskop terdekat,-,-,R801B,b. Jarak ke gedung bioskop terdekat,-,-,match
R802A,a. Pub/diskotik/tempat karaoke,1,Ada,R802A,a. Pub/diskotik/tempat karaoke,1,Ada,match
R802A,a. Pub/diskotik/tempat karaoke,2,Tidak,R802A,a. Pub/diskotik/tempat karaoke,2,Tidak,match
R802B,b. Jarak ke pub/diskotik/tempat karaoke terdekat:,-,-,R802B,b. Jarak ke pub/diskotik/tempat karaoke terdekat:,-,-,match
R803A_2,Lapangan : a. Sepak bola,1,Ada,R803A_2,Lapangan : a. Sepak bola,1,Ada,match
R803A_2,Lapangan : a. Sepak bola,2,Tidak,R803A_2,Lapangan : a. Sepak bola,2,Tidak,match
R803A_3,Kelompok kegiatan : a. Sepak bola,1,Ada,R803A_3,Kelompok kegiatan : a. Sepak bola,1,Ada,match
R803A_3,Kelompok kegiatan : a. Sepak bola,2,Tidak,R803A_3,Kelompok kegiatan : a. Sepak bola,2,Tidak,match
R803B_2,Lapangan : b. Bola voli,3,Ada,R803B_2,Lapangan : b. Bola voli,3,Ada,match
R803B_2,Lapangan : b. Bola voli,4,Tidak,R803B_2,Lapangan : b. Bola voli,4,Tidak,match
R803B_3,Kelompok kegiatan : b. Bola voli,3,Ada,R803B_3,Kelompok kegiatan : b. Bola voli,3,Ada,match
R803B_3,Kelompok kegiatan : b. Bola voli,4,Tidak,R803B_3,Kelompok kegiatan : b. Bola voli,4,Tidak,match
R803C_2,Lapangan : c. Bulu tangkis,5,Ada,R803C_2,Lapangan : c. Bulu tangkis,5,Ada,match
R803C_2,Lapangan : c. Bulu tangkis,6,Tidak,R803C_2,Lapangan : c. Bulu tangkis,6,Tidak,match
R803C_3,Kelompok kegiatan : c. Bulu tangkis,5,Ada,R803C_3,Kelompok kegiatan : c. Bulu tangkis,5,Ada,match
R803C_3,Kelompok kegiatan : c. Bulu tangkis,6,Tidak,R803C_3,Kelompok kegiatan : c. Bulu tangkis,6,Tidak,match
R803D_2,Lapangan : d. Bola basket,7,Ada,R803D_2,Lapangan : d. Bola basket,7,Ada,match
R803D_2,Lapangan : d. Bola basket,8,Tidak,R803D_2,Lapangan : d. Bola basket,8,Tidak,match
R803D_3,Kelompok kegiatan : d. Bola basket,7,Ada,R803D_3,Kelompok kegiatan : d. Bola basket,7,Ada,match
R803D_3,Kelompok kegiatan : d. Bola basket,8,Tidak,R803D_3,Kelompok kegiatan : d. Bola basket,8,Tidak,match
R803E_2,Lapangan : e. Tenis (lapangan),1,Ada,R803E_2,Lapangan : e. Tenis (lapangan),1,Ada,match
R803E_2,Lapangan : e. Tenis (lapangan),2,Tidak,R803E_2,Lapangan : e. Tenis (lapangan),2,Tidak,match
R803E_3,Kelompok kegiatan : e. Tenis (lapangan),1,Ada,R803E_3,Kelompok kegiatan : e. Tenis (lapangan),1,Ada,match
R803E_3,Kelompok kegiatan : e. Tenis (lapangan),2,Tidak,R803E_3,Kelompok kegiatan : e. Tenis (lapangan),2,Tidak,match
R803F_2,Lapangan : f. Renang,3,Ada,R803F_2,Lapangan : f. Renang,3,Ada,match
R803F_2,Lapangan : f. Renang,4,Tidak,R803F_2,Lapangan : f. Renang,4,Tidak,match
R803F_3,Kelompok kegiatan : f. Renang,3,Ada,R803F_3,Kelompok kegiatan : f. Renang,3,Ada,match
R803F_3,Kelompok kegiatan : f. Renang,4,Tidak,R803F_3,Kelompok kegiatan : f. Renang,4,Tidak,match
R803G,Kelompok kegiatan : g. Tenis (meja),5,Ada,R803G,Kelompok kegiatan : g. Tenis (meja),5,Ada,match
R803G,Kelompok kegiatan : g. Tenis (meja),6,Tidak,R803G,Kelompok kegiatan : g. Tenis (meja),6,Tidak,match
R803H,"Kelompok kegiatan : h. Bela diri (pencak silat, karate, dll)",7,Ada,R803H,"Kelompok kegiatan : h. Bela diri (pencak silat, karate, dll)",7,Ada,match
R803H,"Kelompok kegiatan : h. Bela diri (pencak silat, karate, dll)",8,Tidak,R803H,"Kelompok kegiatan : h. Bela diri (pencak silat, karate, dll)",8,Tidak,match
R901A,a. Lalu lintas dari dan ke desa/kelurahan melalui,1,Darat,R901A,a. Lalu lintas dari dan ke desa/kelurahan melalui,1,Darat,match
R901A,a. Lalu lintas dari dan ke desa/kelurahan melalui,2,Air,R901A,a. Lalu lintas dari dan ke desa/kelurahan melalui,2,Air,match
R901A,a. Lalu lintas dari dan ke desa/kelurahan melalui,3,Darat dan Air,R901A,a. Lalu lintas dari dan ke desa/kelurahan melalui,3,Darat dan Air,match
R901B1,b1. Jenis permukaan jalan yang terluas,1,Aspal/Beton,R901B1,b1. Jenis permukaan jalan yang terluas,1,Aspal/Beton,match
R901B1,b1. Jenis permukaan jalan yang terluas,2,"Diperkeras (kerikil, batu, dsb)",R901B1,b1. Jenis permukaan jalan yang terluas,2,"Diperkeras (kerikil, batu, dsb)",match
R901B1,b1. Jenis permukaan jalan yang terluas,3,Tanah,R901B1,b1. Jenis permukaan jalan yang terluas,3,Tanah,match
R901B1,b1. Jenis permukaan jalan yang terluas,4,Lainnya __________,R901B1,b1. Jenis permukaan jalan yang terluas,4,Lainnya __________,match
R901B2,b2. Apakah dapat dilalui kendaraan bermotor roda 4 atau lebih sepanjang tahun,1,Ya,R901B2,b2. Apakah dapat dilalui kendaraan bermotor roda 4 atau lebih sepanjang tahun,1,Ya,match
R901B2,b2. Apakah dapat dilalui kendaraan bermotor roda 4 atau lebih sepanjang tahun,2,Tidak,R901B2,b2. Apakah dapat dilalui kendaraan bermotor roda 4 atau lebih sepanjang tahun,2,Tidak,match
R903,Jumlah keluarga yang berlangganan telepon kabel,-,-,R903,Jumlah keluarga yang berlangganan telepon kabel,-,-,match
R904,Telepon umum koin/kartu yang masih aktif,1,Ada,R904,Telepon umum koin/kartu yang masih aktif,1,Ada,match
R904,Telepon umum koin/kartu yang masih aktif,2,Tidak,R904,Telepon umum koin/kartu yang masih aktif,2,Tidak,match
R905,Wartel/Kiospon/Warpostel/Warparpostel,1,Ada,R905,Wartel/Kiospon/Warpostel/Warparpostel,1,Ada,match
R905,Wartel/Kiospon/Warpostel/Warparpostel,2,Tidak,R905,Wartel/Kiospon/Warpostel/Warparpostel,2,Tidak,match
R906,Warung Internet (Warnet),1,Ada,R906,Warung Internet (Warnet),1,Ada,match
R906,Warung Internet (Warnet),2,Tidak,R906,Warung Internet (Warnet),2,Tidak,match
R907A,a. Kantor Pos/Pos Pembantu/Rumah Pos,1,Ada,R907A,a. Kantor Pos/Pos Pembantu/Rumah Pos,1,Ada,match
R907A,a. Kantor Pos/Pos Pembantu/Rumah Pos,2,Tidak,R907A,a. Kantor Pos/Pos Pembantu/Rumah Pos,2,Tidak,match
R907B,b. Jarak ke Kantor Pos terdekat,-,-,R907B,b. Jarak ke Kantor Pos terdekat,-,-,match
R908,Pos Keliling,1,Ada,R908,Pos Keliling,1,Ada,match
R908,Pos Keliling,2,Tidak,R908,Pos Keliling,2,Tidak,match
R909A,a. TVRI,1,Bisa,R909A,a. TVRI,1,Bisa,match
R909A,a. TVRI,2,Tidak,R909A,a. TVRI,2,Tidak,match
R909B,b. TV Swasta Nasional,1,Bisa,R909B,b. TV Swasta Nasional,1,Bisa,match
R909B,b. TV Swasta Nasional,2,Tidak,R909B,b. TV Swasta Nasional,2,Tidak,match
R909C,c. TV Luar Negeri,1,Bisa,R909C,c. TV Luar Negeri,1,Bisa,match
R909C,c. TV Luar Negeri,2,Tidak,R909C,c. TV Luar Negeri,2,Tidak,match
R909D,d. TV Lokal,1,Bisa,R909D,d. TV Lokal,1,Bisa,match
R909D,d. TV Lokal,2,Tidak,R909D,d. TV Lokal,2,Tidak,match
R910,Sinyal telepon genggam/hand phone/mobile phone di desa/kelurahan ini,1,Ada kuat,R910,Sinyal telepon genggam/hand phone/mobile phone di desa/kelurahan ini,1,Ada kuat,match
R910,Sinyal telepon genggam/hand phone/mobile phone di desa/kelurahan ini,2,Ada lemah,R910,Sinyal telepon genggam/hand phone/mobile phone di desa/kelurahan ini,2,Ada lemah,match
R910,Sinyal telepon genggam/hand phone/mobile phone di desa/kelurahan ini,3,Tidak ada,R910,Sinyal telepon genggam/hand phone/mobile phone di desa/kelurahan ini,3,Tidak ada,match
R1002A,a. Lahan pertanian sawah,-,-,R1002A,a. Lahan pertanian sawah,-,-,match
R1002A1,a1. Lahan berpengairan teknis,-,-,R1002A1,a1. Lahan berpengairan teknis,-,-,match
R1002A2,a2. Lahan berpengairan nonteknis,-,-,R1002A2,a2. Lahan berpengairan nonteknis,-,-,match
R1002A3,a3. Lahan tidak berpengairan,-,-,R1002A3,a3. Lahan tidak berpengairan,-,-,match
R1002B,b. Lahan pertanian bukan sawah,-,-,R1002B,b. Lahan pertanian bukan sawah,-,-,match
R1002C,c. Lahan nonpertanian,-,-,R1002C,c. Lahan nonpertanian,-,-,match
R1003A,Perubahan/konversi lahan pertanian menjadi lahan nonpertanian didesa/kelurahan ini 3 tahun terakhir,1,Ada,R1003A,Perubahan/konversi lahan pertanian menjadi lahan nonpertanian didesa/kelurahan ini 3 tahun terakhir,1,Ada,match
R1003A,Perubahan/konversi lahan pertanian menjadi lahan nonpertanian didesa/kelurahan ini 3 tahun terakhir,2,Tidak,R1003A,Perubahan/konversi lahan pertanian menjadi lahan nonpertanian didesa/kelurahan ini 3 tahun terakhir,2,Tidak,match
R1003B,Konversi terjadi dari lahan pertanian ke,1,Perumahan,R1003B,Konversi terjadi dari lahan pertanian ke,1,Perumahan,match
R1003B,Konversi terjadi dari lahan pertanian ke,2,Industri,R1003B,Konversi terjadi dari lahan pertanian ke,2,Industri,match
R1003B,Konversi terjadi dari lahan pertanian ke,3,Pertokoan,R1003B,Konversi terjadi dari lahan pertanian ke,3,Pertokoan,match
R1003B,Konversi terjadi dari lahan pertanian ke,4,Perkantoran,R1003B,Konversi terjadi dari lahan pertanian ke,4,Perkantoran,match
R1003B,Konversi terjadi dari lahan pertanian ke,5,Lainnya,R1003B,Konversi terjadi dari lahan pertanian ke,5,Lainnya,match
R1101A,a. Milik KUD,-,-,R1101A,a. Milik KUD,-,-,match
R1101B,b. Milik Non-KUD,-,-,R1101B,b. Milik Non-KUD,-,-,match
R1102A,a. Industri dari kulit,-,-,R1102A,a. Industri dari kulit,-,-,match
R1102B,b. Industri dari kayu,-,-,R1102B,b. Industri dari kayu,-,-,match
R1102C,c. Industri dari logam/logam mulia,-,-,R1102C,c. Industri dari logam/logam mulia,-,-,match
R1102D,d. Industri anyaman,-,-,R1102D,d. Industri anyaman,-,-,match
R1102E,e. Industri gerabah/keramik,-,-,R1102E,e. Industri gerabah/keramik,-,-,match
R1102F,f. Industri dari kain/tenun,-,-,R1102F,f. Industri dari kain/tenun,-,-,match
R1102G,g. Industri makanan dan minuman,-,-,R1102G,g. Industri makanan dan minuman,-,-,match
R1102H,h. Lainnya,-,-,R1102H,h. Lainnya,-,-,match
R1103A,a. Kelompok pertokoan:,1,Ada,R1103A,a. Kelompok pertokoan:,1,Ada,match
R1103A,a. Kelompok pertokoan:,2,Tidak,R1103A,a. Kelompok pertokoan:,2,Tidak,match
R1103B,b. Jarak  ke kelompok pertokoan terdekat:,-,-,R1103B,b. Jarak  ke kelompok pertokoan terdekat:,-,-,match
R1104A,a. Pasar dengan bangunan permanen/semi permanen:,1,Ada,R1104A,a. Pasar dengan bangunan permanen/semi permanen:,1,Ada,match
R1104A,a. Pasar dengan bangunan permanen/semi permanen:,2,Tidak,R1104A,a. Pasar dengan bangunan permanen/semi permanen:,2,Tidak,match
R1104B,b. Jarak  ke pasar terdekat:,-,-,R1104B,b. Jarak  ke pasar terdekat:,-,-,match
R1105,Pasar tanpa bangunan,-,-,R1105,Pasar tanpa bangunan,-,-,match
R1106,Mini market,-,-,R1106,Mini market,-,-,match
R1107,Restoran/rumah makan,-,-,R1107,Restoran/rumah makan,-,-,match
R1108,Warung/kedai makanan minuman,-,-,R1108,Warung/kedai makanan minuman,-,-,match
R1109,Toko/warung kelontong,-,-,R1109,Toko/warung kelontong,-,-,match
R1110,Hotel,-,-,R1110,Hotel,-,-,match
R1111,Penginapan(hostel/motel/losmen/wisma),-,-,R1111,Penginapan(hostel/motel/losmen/wisma),-,-,match
R1112,Jumlah Koperasi:,-,-,R1112,Jumlah Koperasi:,-,-,match
R1112A,a. Koperasi Unit Desa,-,-,R1112A,a. Koperasi Unit Desa,-,-,match
R1112B,b. Koperasi Industri Kecil dan Kerajinan Rakyat (Kopinkra),-,-,R1112B,b. Koperasi Industri Kecil dan Kerajinan Rakyat (Kopinkra),-,-,match
R1112C,c. Koperasi Simpan Pinjam,-,-,R1112C,c. Koperasi Simpan Pinjam,-,-,match
R1112D,d. Koperasi Non-KUD lainnya,-,-,R1112D,d. Koperasi Non-KUD lainnya,-,-,match
R1113A,a. Kredit Ketahanan Pangan (KKP),1,Ada,R1113A,a. Kredit Ketahanan Pangan (KKP),1,Ada,match
R1113A,a. Kredit Ketahanan Pangan (KKP),2,Tidak,R1113A,a. Kredit Ketahanan Pangan (KKP),2,Tidak,match
R1113B,b. Kredit Usaha Kecil (KUK),3,Ada,R1113B,b. Kredit Usaha Kecil (KUK),3,Ada,match
R1113B,b. Kredit Usaha Kecil (KUK),4,Tidak,R1113B,b. Kredit Usaha Kecil (KUK),4,Tidak,match
R1113C,c. Kredit Pemilikan Rumah (KPR),5,Ada,R1113C,c. Kredit Pemilikan Rumah (KPR),5,Ada,match
R1113C,c. Kredit Pemilikan Rumah (KPR),6,Tidak,R1113C,c. Kredit Pemilikan Rumah (KPR),6,Tidak,match
R1113D,d. Kredit lainnya,7,Ada,R1113D,d. Kredit lainnya,7,Ada,match
R1113D,d. Kredit lainnya,8,Tidak,R1113D,d. Kredit lainnya,8,Tidak,match
R1201A,a. Apakah pernah terjadi perkelahian massal selama setahun terakhir?,1,Ya,R1201A,a. Apakah pernah terjadi perkelahian massal selama setahun terakhir?,1,Ya,match
R1201A,a. Apakah pernah terjadi perkelahian massal selama setahun terakhir?,2,Tidak,R1201A,a. Apakah pernah terjadi perkelahian massal selama setahun terakhir?,2,Tidak,match
R1201BA_2,Jumlah Kejadian : a. Perkelahian antar kelompok warga,-,-,R1201BA_2,Jumlah Kejadian : a. Perkelahian antar kelompok warga,-,-,match
R1201BA_3,Korban meninggal : a. Perkelahian antar kelompok warga,-,-,R1201BA_3,Korban meninggal : a. Perkelahian antar kelompok warga,-,-,match
R1201BA_4,Korban luka-luka : a. Perkelahian antar kelompok warga,-,-,R1201BA_4,Korban luka-luka : a. Perkelahian antar kelompok warga,-,-,match
R1201BA_5,Korban material (Jutaan Rp) : a. Perkelahian antar kelompok warga,-,-,R1201BA_5,Korban material (Jutaan Rp) : a. Perkelahian antar kelompok warga,-,-,match
R1201BA_6,Penyebab utama (kode) : a. Perkelahian antar kelompok warga,-,-,R1201BA_6,Penyebab utama (kode) : a. Perkelahian antar kelompok warga,-,-,match
R1201BB_2,Jumlah Kejadian : b. Perkelahian warga antar desa/kelurahan,-,-,R1201BB_2,Jumlah Kejadian : b. Perkelahian warga antar desa/kelurahan,-,-,match
R1201BB_3,Korban meninggal : b. Perkelahian warga antar desa/kelurahan,-,-,R1201BB_3,Korban meninggal : b. Perkelahian warga antar desa/kelurahan,-,-,match
R1201BB_4,Korban luka-luka : b. Perkelahian warga antar desa/kelurahan,-,-,R1201BB_4,Korban luka-luka : b. Perkelahian warga antar desa/kelurahan,-,-,match
R1201BB_5,Korban material (Jutaan Rp) : b. Perkelahian warga antar desa/kelurahan,-,-,R1201BB_5,Korban material (Jutaan Rp) : b. Perkelahian warga antar desa/kelurahan,-,-,match
R1201BB_6,Penyebab utama (kode) : b. Perkelahian warga antar desa/kelurahan,-,-,R1201BB_6,Penyebab utama (kode) : b. Perkelahian warga antar desa/kelurahan,-,-,match
R1201BC_2,Jumlah Kejadian : c. Perkelahian warga dengan aparat keamanan,-,-,R1201BC_2,Jumlah Kejadian : c. Perkelahian warga dengan aparat keamanan,-,-,match
R1201BC_3,Korban meninggal : c. Perkelahian warga dengan aparat keamanan,-,-,R1201BC_3,Korban meninggal : c. Perkelahian warga dengan aparat keamanan,-,-,match
R1201BC_4,Korban luka-luka : c. Perkelahian warga dengan aparat keamanan,-,-,R1201BC_4,Korban luka-luka : c. Perkelahian warga dengan aparat keamanan,-,-,match
R1201BC_5,Korban material (Jutaan Rp) : c. Perkelahian warga dengan aparat keamanan,-,-,R1201BC_5,Korban material (Jutaan Rp) : c. Perkelahian warga dengan aparat keamanan,-,-,match
R1201BC_6,Penyebab utama (kode) : c. Perkelahian warga dengan aparat keamanan,-,-,R1201BC_6,Penyebab utama (kode) : c. Perkelahian warga dengan aparat keamanan,-,-,match
R1201BD_2,Jumlah Kejadian : d. Perkelahian warga dengan aparat pemerintah,-,-,R1201BD_2,Jumlah Kejadian : d. Perkelahian warga dengan aparat pemerintah,-,-,match
R1201BD_3,Korban meninggal : d. Perkelahian warga dengan aparat pemerintah,-,-,R1201BD_3,Korban meninggal : d. Perkelahian warga dengan aparat pemerintah,-,-,match
R1201BD_4,Korban luka-luka : d. Perkelahian warga dengan aparat pemerintah,-,-,R1201BD_4,Korban luka-luka : d. Perkelahian warga dengan aparat pemerintah,-,-,match
R1201BD_5,Korban material (Jutaan Rp) : d. Perkelahian warga dengan aparat pemerintah,-,-,R1201BD_5,Korban material (Jutaan Rp) : d. Perkelahian warga dengan aparat pemerintah,-,-,match
R1201BD_6,Penyebab utama (kode) : d. Perkelahian warga dengan aparat pemerintah,-,-,R1201BD_6,Penyebab utama (kode) : d. Perkelahian warga dengan aparat pemerintah,-,-,match
R1201BE_2,Jumlah Kejadian : e. Perkelahian antar pelajar/mahasiswa,-,-,R1201BE_2,Jumlah Kejadian : e. Perkelahian antar pelajar/mahasiswa,-,-,match
